id;schedule_code;start_date;end_date;days_of_week;active;created_at;updated_at;is_deleted;deleted_at;deleted_by;occasion_rule_id;route_id
1500;SCH_BUBNGBNHDN_BCLIUBCLIU;2025-10-30;2025-11-14;SAT,SUN,TUE,THU,WED,MON,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1000
1501;SCH_NGHIQUNGBN_BINHANGNAI;2025-10-30;2025-11-14;SAT,SUN,THU;true;2025-10-30 23:43:54;;false;;\N;1;1001
1502;SCH_QUNGTRCHQU_BUNMATHUTK;2025-10-30;2025-11-14;TUE,FRI,MON,THU,WED;true;2025-10-30 23:43:54;;false;;\N;1;1002
1503;SCH_SIGN_CHUTHNHSCT;2025-10-30;2025-11-14;FRI,MON,TUE,THU,WED,SUN,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1003
1504;SCH_BTRCHQUNGB_HLONGQUNGN;2025-10-30;2025-11-14;SUN,FRI,MON,WED,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1004
1505;SCH_QUNGTRCHQU_HMTNBNHTHU;2025-10-30;2025-11-14;MON,THU,FRI,WED,SAT,TUE,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1005
1506;SCH_BTRCHQUNGB_GIALCHIDNG;2025-10-30;2025-11-14;THU,SAT,SUN,MON;true;2025-10-30 23:43:54;;false;;\N;1;1006
1507;SCH_BNXECLINH_SIGN;2025-10-30;2025-11-14;MON,FRI,SAT,TUE,WED,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1007
1508;SCH_QUNGTRCHQU_QUYNHNBNHN;2025-10-30;2025-11-14;MON,WED,THU;true;2025-10-30 23:43:54;;false;;\N;1;1008
1509;SCH_BNXECLINH_SIGN;2025-10-30;2025-11-14;TUE,MON,WED,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1009
1510;SCH_QUNGTRCHQU_QUNGNGIQUN;2025-10-30;2025-11-14;FRI,TUE,THU;true;2025-10-30 23:43:54;;false;;\N;1;1010
1511;SCH_BNTREBNTRE_NGXOIBNHPH;2025-10-30;2025-11-14;SAT,THU,MON,TUE,WED,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1011
1512;SCH_NGHIQUNGBN_THIBNHTHIB;2025-10-30;2025-11-14;SAT,MON,WED,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1012
1513;SCH_SIGN_THINGUYNTH;2025-10-30;2025-11-14;FRI,THU,SAT,WED;true;2025-10-30 23:43:54;;false;;\N;1;1013
1514;SCH_BNXEBATRI_SIGN;2025-10-30;2025-11-14;SAT,WED,THU,TUE,SUN,FRI,MON;true;2025-10-30 23:43:54;;false;;\N;1;1014
1515;SCH_BNXEBATRI_SIGN;2025-10-30;2025-11-14;WED,TUE,THU,SAT,MON,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1015
1516;SCH_BTRCHQUNGB_CTHIHIPHNG;2025-10-30;2025-11-14;MON,THU,SAT,SUN,FRI,WED,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1016
1517;SCH_BNXEANSNG_TNCHU;2025-10-30;2025-11-14;THU,MON,TUE,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1017
1518;SCH_BNXECLINH_SIGN;2025-10-30;2025-11-14;THU,FRI,SAT,SUN,MON,WED,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1018
1519;SCH_NGHIQUNGBN_HNI;2025-10-30;2025-11-14;TUE,WED,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1019
1520;SCH_QUNGTRCHQU_GIANGHAKNN;2025-10-30;2025-11-14;SAT,SUN,FRI,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1020
1521;SCH_SIGN_GDUTYNINH;2025-10-30;2025-11-14;SAT,SUN,THU,MON,TUE,FRI,WED;true;2025-10-30 23:43:54;;false;;\N;1;1021
1522;SCH_NGHIQUNGBN_NAMNHNAMNH;2025-10-30;2025-11-14;TUE,MON,SAT,THU,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1022
1523;SCH_BNXEBATRI_SIGN;2025-10-30;2025-11-14;FRI,THU,WED,SUN,SAT,TUE,MON;true;2025-10-30 23:43:54;;false;;\N;1;1023
1524;SCH_NGHIQUNGBN_CHUTHNHTIN;2025-10-30;2025-11-14;MON,SAT,SUN,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1024
1525;SCH_SIGN_PHLHNAM;2025-10-30;2025-11-14;SAT,TUE,SUN,WED,MON,THU,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1025
1526;SCH_NGHIQUNGBN_HTNHHTNH;2025-10-30;2025-11-14;THU,TUE,SUN,MON,WED,FRI,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1026
1527;SCH_BINHANGNAI_PHMBRAVNGT;2025-10-30;2025-11-14;WED,MON,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1027
1528;SCH_BTRCHQUNGB_HNGYNHNGYN;2025-10-30;2025-11-14;THU,WED,SAT,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1028
1529;SCH_BINHANGNAI_CIRNGCNTH;2025-10-30;2025-11-14;FRI,SAT,WED,TUE,THU,MON,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1029
1530;SCH_QUNGTRCHQU_LTLMNG;2025-10-30;2025-11-14;SAT,FRI,TUE,MON,THU,WED;true;2025-10-30 23:43:54;;false;;\N;1;1030
1531;SCH_BNXEBAN_NNG;2025-10-30;2025-11-14;FRI,SAT,MON;true;2025-10-30 23:43:54;;false;;\N;1;1031
1532;SCH_LONGKHNHNG_THUNANBNHD;2025-10-30;2025-11-14;WED,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1032
1533;SCH_SIGN_BCGIANGBCG;2025-10-30;2025-11-14;THU,TUE,WED,SAT,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1033
1534;SCH_THNGNHTNGN_SIGN;2025-10-30;2025-11-14;SAT,WED,SUN,THU,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1034
1535;SCH_BNXEBINHA_BNTRE;2025-10-30;2025-11-14;THU,SAT,FRI,MON,TUE,WED,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1035
1536;SCH_NGHIQUNGBN_NINHBNHNIN;2025-10-30;2025-11-14;SAT,MON,WED;true;2025-10-30 23:43:54;;false;;\N;1;1036
1537;SCH_BINHANGNAI_NGHIQUNGBN;2025-10-30;2025-11-14;WED,SUN,MON,THU,TUE,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1037
1538;SCH_NGHIQUNGBN_THANHHATHA;2025-10-30;2025-11-14;THU,TUE,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1038
1539;SCH_SIGN_BCLIUBCLIU;2025-10-30;2025-11-14;MON,WED,THU,FRI,TUE,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1039
1540;SCH_LONGKHNHNG_THNGNHTNGN;2025-10-30;2025-11-14;THU,TUE,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1040
1541;SCH_XUNLCNGNAI_BUNMATHUTK;2025-10-30;2025-11-14;WED,TUE,THU,SUN,FRI,SAT,MON;true;2025-10-30 23:43:54;;false;;\N;1;1041
1542;SCH_NGHIQUNGBN_KONTUMKONT;2025-10-30;2025-11-14;WED,SUN,THU,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1042
1543;SCH_THNGNHTNGN_PHANTHITBN;2025-10-30;2025-11-14;TUE,THU,FRI,WED,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1043
1544;SCH_TRNGBOMNGN_THANHMINHI;2025-10-30;2025-11-14;THU,FRI,SAT,MON,WED;true;2025-10-30 23:43:54;;false;;\N;1;1044
1545;SCH_THNGNHTNGN_QUYNHNBNHN;2025-10-30;2025-11-14;SUN,TUE,FRI,MON,SAT,THU,WED;true;2025-10-30 23:43:54;;false;;\N;1;1045
1546;SCH_NGHIQUNGBN_CAOLCLNGSN;2025-10-30;2025-11-14;SUN,TUE,WED,FRI,MON;true;2025-10-30 23:43:54;;false;;\N;1;1046
1547;SCH_THNGNHTNGN_QUNGNGIQUN;2025-10-30;2025-11-14;MON,THU,FRI,SUN,WED,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1047
1548;SCH_QUNGTRCHQU_NGXOIBNHPH;2025-10-30;2025-11-14;TUE,MON,SUN,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1048
1549;SCH_BNXEANSNG_HIHU;2025-10-30;2025-11-14;SAT,MON,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1049
1550;SCH_TNPHNGNAI_CMAUCMAU;2025-10-30;2025-11-14;MON,FRI,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1050
1551;SCH_BNXEBAN_SIGN;2025-10-30;2025-11-14;SUN,THU,SAT,WED,FRI,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1051
1552;SCH_BNXEBAN_SIGN;2025-10-30;2025-11-14;SUN,SAT,TUE,MON,THU;true;2025-10-30 23:43:54;;false;;\N;1;1052
1553;SCH_BNXEBINHA_TRVINH;2025-10-30;2025-11-14;THU,TUE,SAT,MON,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1053
1554;SCH_BINHANGNAI_HNI;2025-10-30;2025-11-14;TUE,SUN,MON,SAT,THU,WED;true;2025-10-30 23:43:54;;false;;\N;1;1054
1555;SCH_XUNLCNGNAI_KRLPKNNG;2025-10-30;2025-11-14;WED,SAT,TUE,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1055
1556;SCH_NGHIQUNGBN_VINHNGHAN;2025-10-30;2025-11-14;THU,SUN,TUE,WED;true;2025-10-30 23:43:54;;false;;\N;1;1056
1557;SCH_THNHPHBNTR_TYNINHTYNI;2025-10-30;2025-11-14;SAT,MON,SUN,TUE,THU,WED,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1057
1558;SCH_BNXEBAN_SIGN;2025-10-30;2025-11-14;FRI,TUE,SUN,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1058
1559;SCH_BINHANGNAI_CIBTINGIAN;2025-10-30;2025-11-14;SAT,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1059
1560;SCH_THNGNHTNGN_HTINKINGIA;2025-10-30;2025-11-14;WED,SUN,MON;true;2025-10-30 23:43:54;;false;;\N;1;1060
1561;SCH_BINHANGNAI_HTNHHTNH;2025-10-30;2025-11-14;WED,FRI,THU,SAT,MON,TUE,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1061
1562;SCH_EAKARKLK_PHMBRAVNGT;2025-10-30;2025-11-14;FRI,TUE,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1062
1563;SCH_NGHIQUNGBN_VITTRPHTH;2025-10-30;2025-11-14;SAT,TUE,SUN,WED,FRI,MON,THU;true;2025-10-30 23:43:54;;false;;\N;1;1063
1564;SCH_BUNMATHUTK_CHSGIALAI;2025-10-30;2025-11-14;FRI,WED,THU,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1064
1565;SCH_TRNGBOMNGN_HNGYNHNGYN;2025-10-30;2025-11-14;SUN,TUE,SAT,THU,FRI,MON,WED;true;2025-10-30 23:43:54;;false;;\N;1;1065
1566;SCH_BINHANGNAI_BOLCLMNG;2025-10-30;2025-11-14;SUN,FRI,THU,MON,WED,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1066
1567;SCH_EAKARKLK_CIRNGCNTH;2025-10-30;2025-11-14;SUN,SAT,THU,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1067
1568;SCH_THNGNHTNGN_LINCHIUNNG;2025-10-30;2025-11-14;THU,WED,TUE,MON,SAT,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1068
1569;SCH_MRKKLK_PHGIOBNHDN;2025-10-30;2025-11-14;THU,TUE,SUN,SAT,WED;true;2025-10-30 23:43:54;;false;;\N;1;1069
1570;SCH_BNXEBUNMAT_SIGN;2025-10-30;2025-11-14;MON,THU,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1070
1571;SCH_TNPHNGNAI_LONGXUYNAN;2025-10-30;2025-11-14;WED,THU,SUN,FRI,SAT,MON;true;2025-10-30 23:43:54;;false;;\N;1;1071
1572;SCH_EAHLEOKLK_BNTREBNTRE;2025-10-30;2025-11-14;TUE,SAT,FRI,THU;true;2025-10-30 23:43:54;;false;;\N;1;1072
1573;SCH_BINHANGNAI_NINHBNHNIN;2025-10-30;2025-11-14;THU,TUE,MON;true;2025-10-30 23:43:54;;false;;\N;1;1073
1574;SCH_BINHANGNAI_THANHHATHA;2025-10-30;2025-11-14;WED,MON,FRI,THU,SAT,SUN,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1074
1575;SCH_MRKKLK_BINHANGNAI;2025-10-30;2025-11-14;SAT,SUN,FRI,TUE,THU;true;2025-10-30 23:43:54;;false;;\N;1;1075
1576;SCH_BUNMATHUTK_BUNHKLK;2025-10-30;2025-11-14;FRI,MON,SUN,WED,TUE,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1076
1577;SCH_BUNMATHUTK_PHANTHITBN;2025-10-30;2025-11-14;SUN,SAT,WED,FRI,TUE,THU;true;2025-10-30 23:43:54;;false;;\N;1;1077
1578;SCH_BINHANGNAI_CAOLCLNGSN;2025-10-30;2025-11-14;MON,THU,SAT,FRI,SUN,TUE,WED;true;2025-10-30 23:43:54;;false;;\N;1;1078
1579;SCH_BUNMATHUTK_QUYNHNBNHN;2025-10-30;2025-11-14;FRI,SAT,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1079
1580;SCH_BUNMATHUTK_QUNGNGIQUN;2025-10-30;2025-11-14;WED,FRI,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1080
1581;SCH_XUNLCNGNAI_NGXOIBNHPH;2025-10-30;2025-11-14;FRI,SUN,MON,SAT,TUE,THU,WED;true;2025-10-30 23:43:54;;false;;\N;1;1081
1582;SCH_BTRCHQUNGB_PHYNTHINGU;2025-10-30;2025-11-14;SAT,WED,TUE,THU,FRI,MON,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1082
1583;SCH_EAKARKLK_CMAUCMAU;2025-10-30;2025-11-14;FRI,TUE,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1083
1584;SCH_THNGNHTNGN_SIGN;2025-10-30;2025-11-14;MON,TUE,THU,SUN,SAT,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1084
1585;SCH_THNGNHTNGN_SIGN;2025-10-30;2025-11-14;SAT,MON,TUE,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1085
1586;SCH_EAHLEOKLK_TRVINHTRVI;2025-10-30;2025-11-14;MON,SUN,THU,WED;true;2025-10-30 23:43:54;;false;;\N;1;1086
1587;SCH_BNXEBUNMAT_HNI;2025-10-30;2025-11-14;MON,TUE,SUN,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1087
1588;SCH_KRNGNNGKLK_GIANGHAKNN;2025-10-30;2025-11-14;THU,TUE,MON,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1088
1589;SCH_BINHANGNAI_VINHNGHAN;2025-10-30;2025-11-14;FRI,MON,WED,THU,SAT;true;2025-10-30 23:43:54;;false;;\N;1;1089
1590;SCH_THNGNHTNGN_SIGN;2025-10-30;2025-11-14;SUN,THU,TUE,SAT,MON;true;2025-10-30 23:43:54;;false;;\N;1;1090
1591;SCH_EAHLEOKLK_MTHOTINGIA;2025-10-30;2025-11-14;MON,WED,THU,SAT,SUN;true;2025-10-30 23:43:54;;false;;\N;1;1091
1592;SCH_NGHIQUNGBN_PHLHNAM;2025-10-30;2025-11-14;WED,SAT,SUN,THU,TUE,FRI,MON;true;2025-10-30 23:43:54;;false;;\N;1;1092
1593;SCH_BUNMATHUTK_LTLMNG;2025-10-30;2025-11-14;MON,THU,SUN,FRI,TUE;true;2025-10-30 23:43:54;;false;;\N;1;1093
1594;SCH_BUNMATHUTK_LINCHIUNNG;2025-10-30;2025-11-14;TUE,SUN,THU,WED,SAT,FRI,MON;true;2025-10-30 23:43:54;;false;;\N;1;1094
1595;SCH_NGHIQUNGBN_BCGIANGBCG;2025-10-30;2025-11-14;SAT,WED,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1095
1596;SCH_BUNMATHUTK_CHMIANGIAN;2025-10-30;2025-11-14;SAT,TUE,SUN,WED;true;2025-10-30 23:43:54;;false;;\N;1;1096
1597;SCH_MNGCIQUNGN_SIGN;2025-10-30;2025-11-14;MON,FRI,SUN,TUE,WED,SAT,THU;true;2025-10-30 23:43:54;;false;;\N;1;1097
1598;SCH_VNNQUNGNIN_BTRCHQUNGB;2025-10-30;2025-11-14;THU,MON,WED,SAT,TUE,FRI;true;2025-10-30 23:43:54;;false;;\N;1;1098
1599;SCH_BUNMATHUTK_KONTUMKONT;2025-10-30;2025-11-14;TUE,FRI,WED;true;2025-10-30 23:43:54;;false;;\N;1;1099
